lab,A1C,glucose,site,c_name,c_totalnum,c_basecode
,,,,Glucose 10 AM SerPl-mCnc (16165-3),\N,LOINC:16165-3
,,,,Glucose 11 AM SerPl-mCnc (16166-1),\N,LOINC:16166-1
,,,,Glucose 2 PM SerPl-mCnc (16167-9),\N,LOINC:16167-9
,,,,Glucose 3 PM SerPl-mCnc (16168-7),\N,LOINC:16168-7
,,,,Glucose 4 PM SerPl-mCnc (16169-5),\N,LOINC:16169-5
,,,,Glucose 5 PM SerPl-mCnc (16170-3),\N,LOINC:16170-3
,,,,Glucose Vitf-mCnc (16903-7),\N,LOINC:16903-7
,,,,Glucose sp1 p chal Ur Ql (16904-5),\N,LOINC:16904-5
,,,,Glucose sp2 p chal Ur Ql (16905-2),\N,LOINC:16905-2
,,,,Glucose sp3 p chal Ur Ql (16906-0),\N,LOINC:16906-0
,,,,Glucose sp4 p chal Ur Ql (16907-8),\N,LOINC:16907-8
,,,,Glucose sp5 p chal Ur Ql (16908-6),\N,LOINC:16908-6
,,,,Glucose sp6 p chal Ur Ql (16909-4),\N,LOINC:16909-4
,,,,Glucose sp7 p chal Ur Ql (16910-2),\N,LOINC:16910-2
,,,,Glucose sp8 p chal Ur Ql (16911-0),\N,LOINC:16911-0
,,,,Glucose sp9 p chal Ur Ql (16912-8),\N,LOINC:16912-8
,,,,Glucose p fast Ur Ql (16913-6),\N,LOINC:16913-6
,,,,Glucose p chal SerPl-mCnc (16914-4),\N,LOINC:16914-4
,,,,Glucose p meal SerPl-mCnc (16915-1),\N,LOINC:16915-1
,,fasting,,Glucose p 8h fast SerPl-mCnc (17865-7),\N,LOINC:17865-7
,,,,Glucose 6h Ur-mRate (18227-9),\N,LOINC:18227-9
,,,,Glucose p Glc SerPl-Imp (18296-4),\N,LOINC:18296-4
,,,,Glucose 3h p chal SerPl-mCnc (18342-6),\N,LOINC:18342-6
,,,,Glucose 6h p 50 g Lac PO SerPl-mCnc (18353-3),\N,LOINC:18353-3
,,,,Glucose 12h p 50 g Lac PO SerPl-mCnc (18354-1),\N,LOINC:18354-1
,,,,Glucose 1h p Glc SerPl-Imp (19104-9),\N,LOINC:19104-9
,,,,Glucose 3h p Glc SerPl-Imp (19105-6),\N,LOINC:19105-6
,,random,,Glucose 2h p Glc SerPl-mCnc (20436-2),\N,LOINC:20436-2
,,,,Glucose 3h p Glc SerPl-mCnc (20437-0),\N,LOINC:20437-0
,,,,Glucose 1h p Glc SerPl-mCnc (20438-8),\N,LOINC:20438-8
,,,,Glucose 30M p Glc SerPl-mCnc (20439-6),\N,LOINC:20439-6
,,,,Glucose 1.5h p Glc SerPl-mCnc (20440-4),\N,LOINC:20440-4
,,,,Glucose p 50 g Glc SerPl-mCnc (20441-2),\N,LOINC:20441-2
,,,,Glucose 24h Ur-mCnc (21305-8),\N,LOINC:21305-8
,,,,Glucose 8h Ur-mRate (21306-6),\N,LOINC:21306-6
,,,,Glucose 10h Ur-mRate (21307-4),\N,LOINC:21307-4
,,,,Glucose 105M p chal SerPl-mCnc (21308-2),\N,LOINC:21308-2
,,,,Glucose 45M p chal SerPl-mCnc (21309-0),\N,LOINC:21309-0
,,,,Glucose 75M p chal SerPl-mCnc (21310-8),\N,LOINC:21310-8
,,,,Glucose Ur Strip-sCnc (22705-8),\N,LOINC:22705-8
,,random,,Glucose Bld-mCnc (2339-0),\N,LOINC:2339-0
,,,,Glucose Bld Strip.auto-mCnc (2340-8),\N,LOINC:2340-8
,,,,Glucose Bld Manual Strip-mCnc (2341-6),\N,LOINC:2341-6
,,random,,Glucose CSF-mCnc (2342-4),\N,LOINC:2342-4
,,,,Glucose Dial fld-mCnc (2343-2),\N,LOINC:2343-2
,,,,Glucose Fld-mCnc (2344-0),\N,LOINC:2344-0
,,random,,"Glucose SerPl-mCnc (2345-7) [246,030 facts; 58,334 patients]",58334,LOINC:2345-7
,,,,Glucose Plr-mCnc (2346-5),\N,LOINC:2346-5
,,,,Glucose Prt-mCnc (2347-3) [86 facts; 31 patients],31,LOINC:2347-3
,,,,Glucose Snv-mCnc (2348-1) [117 facts; 39 patients],39,LOINC:2348-1
,,,,Glucose Ur Ql (2349-9),\N,LOINC:2349-9
,,,,Glucose Ur-mCnc (2350-7),\N,LOINC:2350-7
,,,,Glucose 24h Ur-mRate (2351-5),\N,LOINC:2351-5
,,,,Glucose Ur Ql Strip (25428-4),\N,LOINC:25428-4
,,,,Glucose 15M p Glc SerPl-sCnc (25663-6),\N,LOINC:25663-6
,,,,Glucose 1h p Glc Ur-mCnc (25664-4),\N,LOINC:25664-4
,,,,Glucose 1h p chal SerPl-sCnc (25665-1),\N,LOINC:25665-1
,,,,Glucose 2.5h p Glc SerPl-sCnc (25666-9),\N,LOINC:25666-9
,,,,Glucose 2h p Glc Ur-mCnc (25667-7),\N,LOINC:25667-7
,,,,Glucose 2h p chal SerPl-sCnc (25668-5),\N,LOINC:25668-5
,,,,Glucose 3.5h p Glc SerPl-sCnc (25669-3),\N,LOINC:25669-3
,,,,Glucose 30M p Glc Ur-mCnc (25670-1),\N,LOINC:25670-1
,,,,Glucose 30M p chal SerPl-sCnc (25671-9),\N,LOINC:25671-9
,,,,Glucose 4.5h p Glc SerPl-sCnc (25672-7),\N,LOINC:25672-7
,,,,Glucose 45M p Glc SerPl-sCnc (25673-5),\N,LOINC:25673-5
,,,,Glucose 45M p chal SerPl-sCnc (25674-3),\N,LOINC:25674-3
,,,,Glucose 4h p Glc Ur-mCnc (25675-0),\N,LOINC:25675-0
,,,,Glucose 5.5h p Glc SerPl-sCnc (25676-8),\N,LOINC:25676-8
,,,,Glucose 6h p Glc SerPl-sCnc (25677-6),\N,LOINC:25677-6
,,,,Glucose 1.5h p Glc Ur-mCnc (25678-4),\N,LOINC:25678-4
,,,,Glucose 1.5h p chal SerPl-sCnc (25679-2),\N,LOINC:25679-2
,,,,Glucose pre 50 g Glc PO SerPl-sCnc (25680-0),\N,LOINC:25680-0
,,,,Glucose 24h Ur-sCnc (25916-8),\N,LOINC:25916-8
,,,,Glucose 2.5h p Glc Ur Ql Strip (26537-1),\N,LOINC:26537-1
,,,,Glucose 3.5h p Glc Ur Ql Strip (26538-9),\N,LOINC:26538-9
,,,,Glucose 45M p Glc SerPl-mCnc (26539-7),\N,LOINC:26539-7
,,,,Glucose 3h p Glc Ur-mCnc (26540-5),\N,LOINC:26540-5
,,,,Glucose 4h p Glc SerPl-mCnc (26541-3),\N,LOINC:26541-3
,,,,Glucose 5h p Glc Ur-mCnc (26542-1),\N,LOINC:26542-1
,,,,Glucose 5h p Glc SerPl-mCnc (26543-9),\N,LOINC:26543-9
,,,,Glucose 6h p Glc SerPl-mCnc (26544-7),\N,LOINC:26544-7
,,,,Glucose 6h p Glc Ur-mCnc (26545-4),\N,LOINC:26545-4
,,,,Glucose 1h p Glc Ur Ql Strip (26546-2),\N,LOINC:26546-2
,,,,Glucose 2h p Glc Ur Ql Strip (26547-0),\N,LOINC:26547-0
,,,,Glucose 30M p Glc Ur Ql Strip (26548-8),\N,LOINC:26548-8
,,,,Glucose 3h p Glc Ur Ql Strip (26549-6),\N,LOINC:26549-6
,,,,Glucose 4h p Glc Ur Ql Strip (26550-4),\N,LOINC:26550-4
,,,,Glucose 5h p Glc Ur Ql Strip (26551-2),\N,LOINC:26551-2
,,,,Glucose 6h p Glc Ur Ql Strip (26552-0),\N,LOINC:26552-0
,,,,Glucose 1.5h p Glc Ur Ql Strip (26553-8),\N,LOINC:26553-8
,,,,Glucose 2.5h p Glc SerPl-mCnc (26554-6),\N,LOINC:26554-6
,,,,Glucose 3.5h p Glc SerPl-mCnc (26555-3),\N,LOINC:26555-3
,,,,Glucose sp7 p chal SerPl-mCnc (26695-7),\N,LOINC:26695-7
,,,,Glucose 30M p Lac PO SerPl-mCnc (26777-3),\N,LOINC:26777-3
,,,,Glucose 1h p Lac PO SerPl-mCnc (26778-1),\N,LOINC:26778-1
,,random,,Glucose 1.5h p Lac PO SerPl-mCnc (26779-9),\N,LOINC:26779-9
,,,,Glucose 2h p Lac PO SerPl-mCnc (26780-7),\N,LOINC:26780-7
,,,,Glucose 3h p Lac PO SerPl-mCnc (26781-5),\N,LOINC:26781-5
,,,,Glucose 4h p Lac PO SerPl-mCnc (26782-3),\N,LOINC:26782-3
,,,,Glucose 5h p Lac PO SerPl-mCnc (26783-1),\N,LOINC:26783-1
,,,,Glucose 11h p chal SerPl-mCnc (26817-7),\N,LOINC:26817-7
,,,,Glucose sp7 p chal SerPl-aCnc (26853-2),\N,LOINC:26853-2
,,,,Glucose sp8 p chal SerPl-aCnc (26854-0),\N,LOINC:26854-0
,,random,,Est. average glucose Bld gHb Est-mCnc (27353-2) [39 facts; 13 patients],13,LOINC:27353-2
,,,,Glucose sp8 p chal SerPl-mCnc (27432-4),\N,LOINC:27432-4
,,,,Glucose 3.5h p chal SerPl-mCnc (29329-0),\N,LOINC:29329-0
,,,,Glucose 4h p chal SerPl-mCnc (29330-8),\N,LOINC:29330-8
,,,,Glucose 5h p chal SerPl-mCnc (29331-6),\N,LOINC:29331-6
,,,,Glucose 2.5h p chal SerPl-mCnc (29332-4),\N,LOINC:29332-4
,,,,Glucose 6h p chal SerPl-mCnc (29412-4),\N,LOINC:29412-4
,,,,Glucose 2.6h p Glc SerPl-sCnc (30251-3),\N,LOINC:30251-3
,,,,Glucose 3.3h p Glc SerPl-sCnc (30252-1),\N,LOINC:30252-1
,,,,Glucose 3.6h p Glc SerPl-sCnc (30253-9),\N,LOINC:30253-9
,,,,Glucose 20M p Glc SerPl-sCnc (30263-8),\N,LOINC:30263-8
,,,,Glucose 40M p Glc SerPl-sCnc (30264-6),\N,LOINC:30264-6
,,,,Glucose 1.3h p Glc SerPl-sCnc (30265-3),\N,LOINC:30265-3
,,,,Glucose 1.6h p Glc SerPl-sCnc (30266-1),\N,LOINC:30266-1
,,,,Glucose 2.3h p Glc SerPl-sCnc (30267-9),\N,LOINC:30267-9
,,,,Glucose 1h p 1.2 g/kg Lac PO SerPl-mCnc (30344-6),\N,LOINC:30344-6
,,,,Glucose 2h p 1.2 g/kg Lac PO SerPl-mCnc (30345-3),\N,LOINC:30345-3
,,,,Glucose 3h p 1.2 g/kg Lac PO SerPl-mCnc (30346-1),\N,LOINC:30346-1
,,,,Glucose BldC-mCnc (32016-8),\N,LOINC:32016-8
,,,,Glucose 24h Ur Ql (32174-5),\N,LOINC:32174-5
,,,,Glucose XXX-sCnc (32318-8),\N,LOINC:32318-8
,,,,Glucose 30M p 75 g Glc PO SerPl-sCnc (32319-6),\N,LOINC:32319-6
,,,,Glucose 3h p 75 g Glc PO SerPl-sCnc (32320-4),\N,LOINC:32320-4
,,,,Glucose 4h p 75 g Glc PO SerPl-sCnc (32321-2),\N,LOINC:32321-2
,,,,Glucose 5h p 75 g Glc PO SerPl-sCnc (32322-0),\N,LOINC:32322-0
,,,,Glucose 10M p Glc SerPl-sCnc (32359-2),\N,LOINC:32359-2
,,,,Glucose 45M p Lac PO SerPl-mCnc (32820-3),\N,LOINC:32820-3
,,,,Glucose 30M p 1.2 g/kg Lac PO SerPl-mCnc (33024-1),\N,LOINC:33024-1
,,,,Glucose/Creat Ur (33352-6),\N,LOINC:33352-6
,,,,Glucose Pcar-mCnc (33405-2),\N,LOINC:33405-2
,,,,Glucose pre/p Arg SerPl-sCnc (34056-2),\N,LOINC:34056-2
,,,,Glucose pre/p CLN SerPl-sCnc (34057-0),\N,LOINC:34057-0
,,,,Glucose pre/p Gc SerPl-sCnc (34058-8),\N,LOINC:34058-8
,,,,Glucose pre/p Glc SerPl-sCnc (34059-6),\N,LOINC:34059-6
,,,,Glucose pre/p Ins SerPl-sCnc (34060-4),\N,LOINC:34060-4
,,,,Glucose/Creat Ur-sRto (34312-9),\N,LOINC:34312-9
,,,,Glucose p fast SerPl-msCnc (35184-1),\N,LOINC:35184-1
,,,,Glucose SerPl-msCnc (35211-2),\N,LOINC:35211-2
,,,,Glucose Ur-msCnc (35212-0),\N,LOINC:35212-0
,,,,Glucose ?Tm Ur-mCnc (35662-6),\N,LOINC:35662-6
,,,,Glucose Vitf-sCnc (39478-3),\N,LOINC:39478-3
,,,,Glucose Pcar-sCnc (39479-1),\N,LOINC:39479-1
,,,,Glucose BldV-sCnc (39480-9),\N,LOINC:39480-9
,,,,Glucose BldA-sCnc (39481-7),\N,LOINC:39481-7
,,,,Glucose sp1 p Lac SerPl-mCnc (39561-6),\N,LOINC:39561-6
,,,,Glucose sp2 p Lac SerPl-mCnc (39562-4),\N,LOINC:39562-4
,,,,Glucose sp3 p Lac SerPl-mCnc (39563-2),\N,LOINC:39563-2
,,,,Glucose pre chal SerPl-mCnc (39997-2),\N,LOINC:39997-2
,,,,Glucose 30M pre chal SerPl-mCnc (39998-0),\N,LOINC:39998-0
,,,,Glucose 15M pre chal SerPl-mCnc (39999-8),\N,LOINC:39999-8
,,,,Glucose 5M pre chal SerPl-mCnc (40000-2),\N,LOINC:40000-2
,,,,Glucose 5M p chal SerPl-mCnc (40001-0),\N,LOINC:40001-0
,,,,Glucose 80M p chal SerPl-mCnc (40002-8),\N,LOINC:40002-8
,,,,Glucose 1.5h p chal SerPl-mCnc (40003-6),\N,LOINC:40003-6
,,,,Glucose 100M p chal SerPl-mCnc (40004-4),\N,LOINC:40004-4
,,,,Glucose 110m p chal SerPl-mCnc (40005-1),\N,LOINC:40005-1
,,,,Glucose 8.5h p chal SerPl-mCnc (40006-9),\N,LOINC:40006-9
,,,,Glucose 9.5h p chal SerPl-mCnc (40007-7),\N,LOINC:40007-7
,,,,Glucose 11.5h p chal SerPl-mCnc (40008-5),\N,LOINC:40008-5
,,,,Glucose 12.5h p chal SerPl-mCnc (40009-3),\N,LOINC:40009-3
,,,,Glucose 13h p chal SerPl-mCnc (40010-1),\N,LOINC:40010-1
,,,,Glucose 13.5h p chal SerPl-mCnc (40011-9),\N,LOINC:40011-9
,,,,Glucose 14h p chal SerPl-mCnc (40012-7),\N,LOINC:40012-7
,,,,Glucose 15.5h p chal SerPl-mCnc (40013-5),\N,LOINC:40013-5
,,,,Glucose 16h p chal SerPl-mCnc (40014-3),\N,LOINC:40014-3
,,,,Glucose 17.5h p chal SerPl-mCnc (40015-0),\N,LOINC:40015-0
,,,,Glucose 18h p chal SerPl-mCnc (40016-8),\N,LOINC:40016-8
,,,,Glucose 18.5h p chal SerPl-mCnc (40017-6),\N,LOINC:40017-6
,,,,Glucose 19.5h p chal SerPl-mCnc (40018-4),\N,LOINC:40018-4
,,,,Glucose 20H p chal SerPl-mCnc (40019-2),\N,LOINC:40019-2
,,,,Glucose 20.5h p chal SerPl-mCnc (40020-0),\N,LOINC:40020-0
,,,,Glucose 21.5h p chal SerPl-mCnc (40021-8),\N,LOINC:40021-8
,,,,Glucose 22h p chal SerPl-mCnc (40022-6),\N,LOINC:40022-6
,,,,Glucose 23.5h p chal SerPl-mCnc (40023-4),\N,LOINC:40023-4
,,,,Glucose 1D p chal SerPl-mCnc (40024-2),\N,LOINC:40024-2
,,,,Glucose 3M p chal SerPl-mCnc (40025-9),\N,LOINC:40025-9
,,,,Glucose 6M p chal SerPl-mCnc (40026-7),\N,LOINC:40026-7
,,,,Glucose 9M p chal SerPl-mCnc (40027-5),\N,LOINC:40027-5
,,,,Glucose 12M p chal SerPl-mCnc (40028-3),\N,LOINC:40028-3
,,,,Glucose 14m p chal SerPl-mCnc (40029-1),\N,LOINC:40029-1
,,,,Glucose 16m p chal SerPl-mCnc (40030-9),\N,LOINC:40030-9
,,,,Glucose 19M p chal SerPl-mCnc (40031-7),\N,LOINC:40031-7
,,,,Glucose 22M p chal SerPl-mCnc (40032-5),\N,LOINC:40032-5
,,,,Glucose 25M p chal SerPl-mCnc (40033-3),\N,LOINC:40033-3
,,,,Glucose 27M p chal SerPl-mCnc (40034-1),\N,LOINC:40034-1
,,,,Glucose 4.5h p chal SerPl-mCnc (40035-8),\N,LOINC:40035-8
,,,,Glucose 5.5h p chal SerPl-mCnc (40036-6),\N,LOINC:40036-6
,,,,Glucose 25h p chal SerPl-mCnc (40037-4),\N,LOINC:40037-4
,,,,Glucose 26h p chal SerPl-mCnc (40038-2),\N,LOINC:40038-2
,,,,Glucose 27h p chal SerPl-mCnc (40039-0),\N,LOINC:40039-0
,,,,Glucose 28h p chal SerPl-mCnc (40040-8),\N,LOINC:40040-8
,,,,Glucose 29h p chal SerPl-mCnc (40041-6),\N,LOINC:40041-6
,,,,Glucose 30H p chal SerPl-mCnc (40042-4),\N,LOINC:40042-4
,,,,Glucose 31h p chal SerPl-mCnc (40043-2),\N,LOINC:40043-2
,,,,Glucose 36h p chal SerPl-mCnc (40044-0),\N,LOINC:40044-0
,,,,Glucose 2D p chal SerPl-mCnc (40045-7),\N,LOINC:40045-7
,,,,Glucose pre chal SerPl-sCnc (40148-9),\N,LOINC:40148-9
,,,,Glucose 30M pre chal SerPl-sCnc (40149-7),\N,LOINC:40149-7
,,,,Glucose 15M pre chal SerPl-sCnc (40150-5),\N,LOINC:40150-5
,,,,Glucose 10M pre chal SerPl-sCnc (40151-3),\N,LOINC:40151-3
,,,,Glucose 5M pre chal SerPl-sCnc (40152-1),\N,LOINC:40152-1
,,,,Glucose 5M p chal SerPl-sCnc (40153-9),\N,LOINC:40153-9
,,,,Glucose 10M p chal SerPl-sCnc (40154-7),\N,LOINC:40154-7
,,,,Glucose 15M p chal SerPl-sCnc (40155-4),\N,LOINC:40155-4
,,,,Glucose 20M p chal SerPl-sCnc (40156-2),\N,LOINC:40156-2
,,,,Glucose 40M p chal SerPl-sCnc (40157-0),\N,LOINC:40157-0
,,,,Glucose 50M p chal SerPl-sCnc (40158-8),\N,LOINC:40158-8
,,,,Glucose 70M p chal SerPl-sCnc (40159-6),\N,LOINC:40159-6
,,,,Glucose 75M p chal SerPl-sCnc (40160-4),\N,LOINC:40160-4
,,,,Glucose 2.5h p chal SerPl-sCnc (40161-2),\N,LOINC:40161-2
,,,,Glucose 3h p chal SerPl-sCnc (40162-0),\N,LOINC:40162-0
,,,,Glucose 4h p chal SerPl-sCnc (40163-8),\N,LOINC:40163-8
,,,,Glucose 5h p chal SerPl-sCnc (40164-6),\N,LOINC:40164-6
,,,,Glucose 6h p chal SerPl-sCnc (40165-3),\N,LOINC:40165-3
,,,,Glucose 6.5h p chal SerPl-sCnc (40166-1),\N,LOINC:40166-1
,,,,Glucose 7h p chal SerPl-sCnc (40167-9),\N,LOINC:40167-9
,,,,Glucose 7.5h p chal SerPl-sCnc (40168-7),\N,LOINC:40168-7
,,,,Glucose 8h p chal SerPl-sCnc (40169-5),\N,LOINC:40169-5
,,,,Glucose 8.5h p chal SerPl-sCnc (40170-3),\N,LOINC:40170-3
,,,,Glucose 9h p chal SerPl-sCnc (40171-1),\N,LOINC:40171-1
,,,,Glucose 9.5h p chal SerPl-sCnc (40172-9),\N,LOINC:40172-9
,,,,Glucose 10h p chal SerPl-sCnc (40173-7),\N,LOINC:40173-7
,,,,Glucose 10.75h p chal SerPl-sCnc (40174-5),\N,LOINC:40174-5
,,,,Glucose 11.5h p chal SerPl-sCnc (40175-2),\N,LOINC:40175-2
,,,,Glucose 12h p chal SerPl-sCnc (40176-0),\N,LOINC:40176-0
,,,,Glucose 12.5h p chal SerPl-sCnc (40177-8),\N,LOINC:40177-8
,,,,Glucose 13h p chal SerPl-sCnc (40178-6),\N,LOINC:40178-6
,,,,Glucose 13.5h p chal SerPl-sCnc (40179-4),\N,LOINC:40179-4
,,,,Glucose 14h p chal SerPl-sCnc (40180-2),\N,LOINC:40180-2
,,,,Glucose 15.5h p chal SerPl-sCnc (40181-0),\N,LOINC:40181-0
,,,,Glucose 16h p chal SerPl-sCnc (40182-8),\N,LOINC:40182-8
,,,,Glucose 17.5h p chal SerPl-sCnc (40183-6),\N,LOINC:40183-6
,,,,Glucose 18h p chal SerPl-sCnc (40184-4),\N,LOINC:40184-4
,,,,Glucose 18.5h p chal SerPl-sCnc (40185-1),\N,LOINC:40185-1
,,,,Glucose 19.5h p chal SerPl-sCnc (40186-9),\N,LOINC:40186-9
,,,,Glucose 20H p chal SerPl-sCnc (40187-7),\N,LOINC:40187-7
,,,,Glucose 20.5h p chal SerPl-sCnc (40188-5),\N,LOINC:40188-5
,,,,Glucose 21.5h p chal SerPl-sCnc (40189-3),\N,LOINC:40189-3
,,,,Glucose 22h p chal SerPl-sCnc (40190-1),\N,LOINC:40190-1
,,,,Glucose 23.5h p chal SerPl-sCnc (40191-9),\N,LOINC:40191-9
,,,,Glucose 1D p chal SerPl-sCnc (40192-7),\N,LOINC:40192-7
,,,,Glucose pre-meal SerPl-sCnc (40193-5),\N,LOINC:40193-5
,,,,Glucose 20M pre chal SerPl-sCnc (40194-3),\N,LOINC:40194-3
,,,,Glucose 13m pre chal SerPl-sCnc (40195-0),\N,LOINC:40195-0
,,,,Glucose 8M pre chal SerPl-sCnc (40196-8),\N,LOINC:40196-8
,,,,Glucose 3M pre chal SerPl-sCnc (40197-6),\N,LOINC:40197-6
,,,,Glucose 2M p chal SerPl-sCnc (40198-4),\N,LOINC:40198-4
,,,,Glucose 3M p chal SerPl-sCnc (40199-2),\N,LOINC:40199-2
,,,,Glucose 4M p chal SerPl-sCnc (40200-8),\N,LOINC:40200-8
,,,,Glucose 6M p chal SerPl-sCnc (40201-6),\N,LOINC:40201-6
,,,,Glucose 8M p chal SerPl-sCnc (40202-4),\N,LOINC:40202-4
,,,,Glucose 9M p chal SerPl-sCnc (40203-2),\N,LOINC:40203-2
,,,,Glucose 12M p chal SerPl-sCnc (40204-0),\N,LOINC:40204-0
,,,,Glucose 14m p chal SerPl-sCnc (40205-7),\N,LOINC:40205-7
,,,,Glucose 16m p chal SerPl-sCnc (40206-5),\N,LOINC:40206-5
,,,,Glucose 19M p chal SerPl-sCnc (40207-3),\N,LOINC:40207-3
,,,,Glucose 22M p chal SerPl-sCnc (40208-1),\N,LOINC:40208-1
,,,,Glucose 25M p chal SerPl-sCnc (40209-9),\N,LOINC:40209-9
,,,,Glucose 27M p chal SerPl-sCnc (40210-7),\N,LOINC:40210-7
,,,,Glucose 3.5h p chal SerPl-sCnc (40211-5),\N,LOINC:40211-5
,,,,Glucose 4.5h p chal SerPl-sCnc (40212-3),\N,LOINC:40212-3
,,,,Glucose 5.5h p chal SerPl-sCnc (40213-1),\N,LOINC:40213-1
,,,,Glucose 25h p chal SerPl-sCnc (40214-9),\N,LOINC:40214-9
,,,,Glucose 26h p chal SerPl-sCnc (40215-6),\N,LOINC:40215-6
,,,,Glucose 27h p chal SerPl-sCnc (40216-4),\N,LOINC:40216-4
,,,,Glucose 28h p chal SerPl-sCnc (40217-2),\N,LOINC:40217-2
,,,,Glucose 29h p chal SerPl-sCnc (40218-0),\N,LOINC:40218-0
,,,,Glucose 30H p chal SerPl-sCnc (40219-8),\N,LOINC:40219-8
,,,,Glucose 31h p chal SerPl-sCnc (40220-6),\N,LOINC:40220-6
,,,,Glucose 36h p chal SerPl-sCnc (40221-4),\N,LOINC:40221-4
,,,,Glucose 2D p chal SerPl-sCnc (40222-2),\N,LOINC:40222-2
,,,,Glucose 10.5h p chal SerPl-mCnc (40259-4),\N,LOINC:40259-4
,,,,Glucose 10.75h p chal SerPl-mCnc (40260-2),\N,LOINC:40260-2
,,,,Glucose 13m pre chal SerPl-mCnc (40261-0),\N,LOINC:40261-0
,,,,Glucose 3M pre chal SerPl-mCnc (40262-8),\N,LOINC:40262-8
,,,,Glucose 30M p chal SerPl-mCnc (40263-6),\N,LOINC:40263-6
,,,,Glucose 30M p Lac PO SerPl-sCnc (40276-8),\N,LOINC:40276-8
,,,,Glucose 1h p Lac PO SerPl-sCnc (40277-6),\N,LOINC:40277-6
,,,,Glucose 1.5h p Lac PO SerPl-sCnc (40278-4),\N,LOINC:40278-4
,,,,Glucose 2h p Lac PO SerPl-sCnc (40279-2),\N,LOINC:40279-2
,,,,Glucose 3h p Lac PO SerPl-sCnc (40280-0),\N,LOINC:40280-0
,,,,Glucose 75M p Glc SerPl-sCnc (40285-9),\N,LOINC:40285-9
,,,,Glucose 105M p Glc SerPl-sCnc (40286-7),\N,LOINC:40286-7
,,,,Glucose 1h p meal SerPl-sCnc (40287-5),\N,LOINC:40287-5
,,,,Glucose pre Triple Bolus SerPl-sCnc (40318-8),\N,LOINC:40318-8
,,,,Glucose 15M p Triple Bolus SerPl-sCnc (40319-6),\N,LOINC:40319-6
,,,,Glucose 30M p Triple Bolus SerPl-sCnc (40320-4),\N,LOINC:40320-4
,,,,Glucose 45M p Triple Bolus SerPl-sCnc (40321-2),\N,LOINC:40321-2
,,,,Glucose 1h p Triple Bolus SerPl-sCnc (40322-0),\N,LOINC:40322-0
,,,,Glucose 2h p Triple Bolus SerPl-sCnc (40323-8),\N,LOINC:40323-8
,,,,Glucose 3h p Triple Bolus SerPl-sCnc (40324-6),\N,LOINC:40324-6
,,,,Glucose 24h Fld-sRate (40366-7),\N,LOINC:40366-7
,,,,Glucose/Creat Ur-Rto (40488-9),\N,LOINC:40488-9
,,,,Glucose sp1 p chal Ur Strip-mCnc (40849-2),\N,LOINC:40849-2
,,,,Glucose sp2 p chal Ur Strip-mCnc (40850-0),\N,LOINC:40850-0
,,,,Glucose BS BldC-mCnc (40858-3),\N,LOINC:40858-3
,,,,Glucose sp1 XXX-mCnc (40874-0),\N,LOINC:40874-0
,,,,Glucose sp3 XXX-mCnc (40875-7),\N,LOINC:40875-7
,,,,Glucose 2h p 50 g Glu PO SerPl-mCnc (41024-1),\N,LOINC:41024-1
,,fasting,,Glucose p fast BldC Glucomtr-mCnc (41604-0),\N,LOINC:41604-0
,,,,Glucose BldA-mCnc (41651-1),\N,LOINC:41651-1
,,,,Glucose BldV-mCnc (41652-9),\N,LOINC:41652-9
,,,,Glucose BldC Glucomtr-mCnc (41653-7),\N,LOINC:41653-7
,,,,Model Cd Glucose Mtr Dev (41898-8),\N,LOINC:41898-8
,,,,Glucose 3h p Lac PO Ur-mCnc (42604-9),\N,LOINC:42604-9
,,,,Glucose 6h p Lac PO Ur-mCnc (42609-8),\N,LOINC:42609-8
,,,,Glucose 1h p Lac PO Ur-mCnc (42611-4),\N,LOINC:42611-4
,,,,Glucose 2h p Lac PO Ur-mCnc (42613-0),\N,LOINC:42613-0
,,,,Glucose 30M p Lac PO Ur-mCnc (42615-5),\N,LOINC:42615-5
,,,,Glucose 4h p Lac PO Ur-mCnc (42629-6),\N,LOINC:42629-6
,,,,Glucose 5h p Lac PO Ur-mCnc (42631-2),\N,LOINC:42631-2
,,,,Glucose PO Dose (4269-7),\N,LOINC:4269-7
,,,,Glucose 2h p meal Mlk-mCnc (43278-1),\N,LOINC:43278-1
,,,,Glucose/Insulin SerPl (43740-0),\N,LOINC:43740-0
,,,,Glucose 1.5h p meal SerPl-sCnc (44919-9),\N,LOINC:44919-9
,,,,Glucose 12 AM SerPl-sCnc (45052-8),\N,LOINC:45052-8
,,,,Glucose 8 AM SerPl-sCnc (45053-6),\N,LOINC:45053-6
,,,,Glucose 12 PM SerPl-sCnc (45054-4),\N,LOINC:45054-4
,,,,Glucose 4 PM SerPl-sCnc (45055-1),\N,LOINC:45055-1
,,,,Glucose 8 PM SerPl-sCnc (45056-9),\N,LOINC:45056-9
,,,,Glucose sp3 p chal Ur Strip-mCnc (45204-5),\N,LOINC:45204-5
,,,,Glucose sp4 p chal Ur Strip-mCnc (45205-2),\N,LOINC:45205-2
,,,,Glucose sp5 p chal Ur Strip-mCnc (45206-0),\N,LOINC:45206-0
,,,,Glucose 24h Dial fld-sCnc (45297-9),\N,LOINC:45297-9
,,,,Glucose 2.5h p 50 g Lac PO SerPl-sCnc (45298-7),\N,LOINC:45298-7
